"Date","Price","Open","High","Low","Vol.","Change %"
"Jul 03, 2019","301.31","292.17","302.69","289.50","370.46K","3.42%"
"Jul 02, 2019","291.36","295.02","297.07","272.67","493.78K","-1.26%"
"Jul 01, 2019","295.08","293.02","302.96","280.54","489.79K","1.04%"
"Jun 30, 2019","292.04","319.78","323.31","291.35","489.22K","-8.04%"
"Jun 29, 2019","317.59","310.99","324.09","295.72","425.47K","1.96%"
"Jun 28, 2019","311.50","298.77","313.16","295.56","529.27K","4.26%"
"Jun 27, 2019","298.78","339.15","346.63","280.41","1.02M","-11.90%"
"Jun 26, 2019","339.14","318.30","365.79","316.02","1.01M","6.52%"
"Jun 25, 2019","318.38","312.20","318.89","307.27","345.54K","2.15%"
"Jun 24, 2019","311.68","308.28","314.20","298.27","352.79K","0.96%"
"Jun 23, 2019","308.71","310.91","321.35","306.15","418.83K","-0.61%"
"Jun 22, 2019","310.61","294.38","313.86","291.04","726.35K","5.52%"
"Jun 21, 2019","294.37","271.77","295.39","271.77","518.91K","8.50%"
"Jun 20, 2019","271.30","268.35","273.40","265.88","200.71K","1.18%"
"Jun 19, 2019","268.14","264.78","269.81","263.65","208.37K","1.31%"
"Jun 18, 2019","264.68","273.44","273.44","261.71","319.95K","-3.11%"
"Jun 17, 2019","273.18","267.93","274.47","266.90","339.28K","1.93%"
"Jun 16, 2019","268.02","267.84","276.74","263.54","458.16K","0.09%"
"Jun 15, 2019","267.77","262.50","271.61","260.70","286.61K","2.03%"
"Jun 14, 2019","262.43","255.07","264.22","251.98","327.39K","3.05%"
"Jun 13, 2019","254.67","261.54","262.53","253.89","292.30K","-2.69%"
"Jun 12, 2019","261.70","244.48","261.70","242.24","335.91K","7.14%"
"Jun 11, 2019","244.25","247.08","247.63","237.17","237.54K","-1.07%"
"Jun 10, 2019","246.89","230.70","246.93","227.34","314.67K","6.80%"
"Jun 09, 2019","231.18","243.35","244.39","226.97","316.89K","-4.97%"
"Jun 08, 2019","243.26","248.77","250.51","240.99","188.54K","-2.29%"
"Jun 07, 2019","248.97","248.77","253.19","244.48","353.40K","0.19%"
"Jun 06, 2019","248.49","245.19","250.02","236.01","297.45K","1.14%"
"Jun 05, 2019","245.69","241.56","248.48","238.06","335.95K","1.73%"
"Jun 04, 2019","241.51","248.28","251.59","235.10","634.44K","-3.36%"
"Jun 03, 2019","249.91","268.97","269.99","248.49","397.36K","-7.05%"
"Jun 02, 2019","268.86","264.33","272.92","263.42","301.54K","1.78%"
"Jun 01, 2019","264.17","267.93","275.00","260.84","455.91K","-1.60%"
"May 31, 2019","268.47","254.61","268.60","245.80","602.11K","5.54%"
"May 30, 2019","254.37","268.77","287.96","241.84","1.07M","-5.42%"
"May 29, 2019","268.94","271.06","273.87","261.01","383.54K","-0.88%"
"May 28, 2019","271.32","270.59","275.45","265.25","409.62K","0.20%"
"May 27, 2019","270.78","264.34","279.41","262.60","635.03K","2.39%"
"May 26, 2019","264.47","250.43","269.17","245.24","449.85K","5.69%"
"May 25, 2019","250.23","248.68","257.11","247.31","332.53K","0.59%"
"May 24, 2019","248.75","244.77","254.19","241.64","446.95K","1.66%"
"May 23, 2019","244.69","242.64","247.15","231.62","600.43K","0.43%"
"May 22, 2019","243.64","253.22","260.06","240.70","592.85K","-3.96%"
"May 21, 2019","253.68","250.69","261.77","246.37","580.15K","1.31%"
"May 20, 2019","250.39","259.22","259.22","238.86","666.97K","-3.45%"
"May 19, 2019","259.33","233.00","263.86","232.78","823.76K","10.99%"
"May 18, 2019","233.65","244.75","247.88","231.37","673.37K","-4.43%"
"May 17, 2019","244.49","264.03","268.36","225.02","1.53M","-7.59%"
"May 16, 2019","264.56","248.06","277.99","242.34","1.73M","6.51%"
"May 15, 2019","248.39","216.48","250.15","216.48","573.77K","14.60%"
"May 14, 2019","216.74","195.87","219.71","194.68","864.09K","10.68%"
"May 13, 2019","195.83","188.00","206.62","185.64","669.20K","4.04%"
"May 12, 2019","188.23","190.03","203.94","181.59","824.13K","-1.68%"
"May 11, 2019","191.45","172.95","204.93","172.95","884.56K","10.72%"
"May 10, 2019","172.92","170.96","176.38","168.58","425.56K","1.15%"
"May 09, 2019","170.95","170.76","173.47","166.67","284.70K","0.00%"
"May 08, 2019","170.95","168.36","172.94","165.08","298.19K","1.26%"
"May 07, 2019","168.83","173.10","182.67","168.83","732.06K","-2.40%"
"May 06, 2019","172.98","163.06","177.80","159.37","505.82K","6.14%"
"May 05, 2019","162.98","163.88","165.29","159.34","176.04K","-0.44%"
"May 04, 2019","163.70","168.05","171.09","160.13","312.91K","-2.59%"
"May 03, 2019","168.06","161.71","169.74","161.02","416.38K","3.83%"
"May 02, 2019","161.86","160.26","163.35","158.77","289.51K","1.05%"
"May 01, 2019","160.18","161.73","163.77","158.69","192.65K","-1.02%"
"Apr 30, 2019","161.83","155.17","162.66","155.17","304.81K","4.37%"
"Apr 29, 2019","155.05","157.86","158.98","152.90","243.60K","-1.78%"
"Apr 28, 2019","157.86","159.31","160.13","157.54","153.02K","-0.82%"
"Apr 27, 2019","159.17","157.90","162.08","156.46","215.89K","0.75%"
"Apr 26, 2019","157.98","154.71","162.13","151.48","500.40K","2.11%"
"Apr 25, 2019","154.71","164.65","165.46","150.37","422.66K","-6.19%"
"Apr 24, 2019","164.91","168.95","169.86","159.48","426.48K","-2.62%"
"Apr 23, 2019","169.35","170.50","175.64","168.20","363.46K","-0.68%"
"Apr 22, 2019","170.51","168.61","171.89","167.01","269.92K","1.14%"
"Apr 21, 2019","168.59","172.89","173.42","165.00","283.43K","-2.46%"
"Apr 20, 2019","172.84","172.70","176.96","169.93","253.60K","0.13%"
"Apr 19, 2019","172.62","173.32","173.53","168.85","320.57K","-0.40%"
"Apr 18, 2019","173.32","165.75","175.10","165.25","396.12K","4.57%"
"Apr 17, 2019","165.75","165.22","167.24","164.00","227.86K","0.15%"
"Apr 16, 2019","165.51","159.96","166.59","159.45","240.45K","3.35%"
"Apr 15, 2019","160.15","167.21","168.50","155.93","351.45K","-4.14%"
"Apr 14, 2019","167.06","162.96","168.11","161.26","187.09K","2.46%"
"Apr 13, 2019","163.05","163.07","165.25","161.11","179.25K","-0.17%"
"Apr 12, 2019","163.33","164.02","166.14","158.76","316.35K","-0.45%"
"Apr 11, 2019","164.07","177.40","177.40","159.19","661.41K","-7.32%"
"Apr 10, 2019","177.03","174.56","183.26","171.25","523.98K","1.35%"
"Apr 09, 2019","174.67","178.75","178.98","171.93","432.16K","-2.35%"
"Apr 08, 2019","178.87","174.14","185.67","171.44","873.18K","2.69%"
"Apr 07, 2019","174.19","165.54","175.15","164.06","465.40K","5.27%"
"Apr 06, 2019","165.47","164.85","172.64","160.12","528.17K","0.38%"
"Apr 05, 2019","164.85","157.56","167.65","156.29","516.17K","4.76%"
"Apr 04, 2019","157.36","159.39","163.60","152.98","686.16K","-1.64%"
"Apr 03, 2019","159.99","163.43","177.24","150.07","1.35M","-2.10%"
"Apr 02, 2019","163.42","141.23","165.51","141.07","906.62K","15.61%"
"Apr 01, 2019","141.36","141.44","142.98","139.77","234.46K","-0.03%"
"Mar 31, 2019","141.40","142.44","142.50","140.47","142.33K","-0.73%"
"Mar 30, 2019","142.44","143.24","145.87","140.42","254.81K","-0.54%"
"Mar 29, 2019","143.21","137.80","143.45","137.66","235.83K","3.88%"
"Mar 28, 2019","137.86","139.23","139.34","137.30","163.19K","-1.10%"
"Mar 27, 2019","139.40","134.03","139.97","133.85","317.13K","3.89%"
"Mar 26, 2019","134.18","134.03","134.73","132.34","183.14K","0.19%"
"Mar 25, 2019","133.92","136.05","136.80","131.90","230.91K","-1.60%"
"Mar 24, 2019","136.10","137.15","137.21","135.12","198.49K","-0.86%"
"Mar 23, 2019","137.28","135.97","138.20","135.60","174.78K","0.93%"
"Mar 22, 2019","136.02","134.82","137.20","134.30","186.00K","0.83%"
"Mar 21, 2019","134.90","139.02","139.52","132.14","312.57K","-2.96%"
"Mar 20, 2019","139.01","138.62","139.49","136.24","223.21K","0.30%"
"Mar 19, 2019","138.60","137.59","139.32","137.00","218.00K","0.77%"
"Mar 18, 2019","137.54","138.68","141.81","136.62","281.73K","-0.81%"
"Mar 17, 2019","138.67","140.96","140.96","137.21","252.79K","-1.60%"
"Mar 16, 2019","140.92","136.51","144.05","136.51","474.66K","3.19%"
"Mar 15, 2019","136.56","132.31","137.56","132.29","295.82K","3.36%"
"Mar 14, 2019","132.12","131.65","134.69","129.98","258.40K","0.33%"
"Mar 13, 2019","131.68","133.63","133.63","130.64","209.53K","-1.47%"
"Mar 12, 2019","133.64","132.65","135.08","131.04","194.88K","0.71%"
"Mar 11, 2019","132.70","135.54","136.07","131.30","264.59K","-2.00%"
"Mar 10, 2019","135.41","137.22","137.50","134.18","203.96K","-1.34%"
"Mar 09, 2019","137.25","133.51","138.48","133.02","279.87K","2.66%"
"Mar 08, 2019","133.70","136.82","139.16","130.96","330.28K","-2.29%"
"Mar 07, 2019","136.84","137.36","139.98","135.50","307.38K","-0.35%"
"Mar 06, 2019","137.32","136.73","139.90","133.86","428.83K","0.49%"
"Mar 05, 2019","136.65","125.79","137.80","125.22","512.59K","8.77%"
"Mar 04, 2019","125.63","130.61","130.98","122.89","403.94K","-3.76%"
"Mar 03, 2019","130.54","132.61","134.60","128.65","222.50K","-1.52%"
"Mar 02, 2019","132.55","135.16","136.12","130.31","297.01K","-2.01%"
"Mar 01, 2019","135.27","135.37","137.89","135.03","302.65K","-0.04%"
"Feb 28, 2019","135.33","135.01","138.27","132.96","579.36K","0.29%"
"Feb 27, 2019","134.94","136.18","139.92","127.43","567.08K","-1.06%"
"Feb 26, 2019","136.38","137.90","138.32","133.91","432.87K","-1.07%"
"Feb 25, 2019","137.86","132.05","141.35","132.05","801.24K","4.36%"
"Feb 24, 2019","132.10","157.76","165.79","132.10","1.25M","-16.25%"
"Feb 23, 2019","157.74","147.40","159.22","145.80","588.30K","7.05%"
"Feb 22, 2019","147.35","145.70","148.65","144.00","366.26K","1.19%"
"Feb 21, 2019","145.61","148.43","149.22","143.07","447.81K","-1.87%"
"Feb 20, 2019","148.38","143.44","149.32","140.00","614.30K","3.36%"
"Feb 19, 2019","143.55","145.59","149.90","143.26","747.94K","-1.48%"
"Feb 18, 2019","145.70","133.63","148.16","132.73","1.08M","8.93%"
"Feb 17, 2019","133.75","122.67","135.34","122.54","614.79K","9.09%"
"Feb 16, 2019","122.61","121.67","124.40","121.62","214.73K","0.83%"
"Feb 15, 2019","121.60","120.26","124.20","120.26","255.33K","0.92%"
"Feb 14, 2019","120.49","121.90","124.36","120.31","297.21K","-1.17%"
"Feb 13, 2019","121.92","122.39","126.13","120.82","317.81K","-0.40%"
"Feb 12, 2019","122.41","120.90","123.78","118.40","343.77K","1.27%"
"Feb 11, 2019","120.88","125.13","125.22","119.43","389.50K","-3.39%"
"Feb 10, 2019","125.12","119.19","125.68","115.86","385.80K","4.95%"
"Feb 09, 2019","119.22","119.30","121.02","117.68","328.26K","0.01%"
"Feb 08, 2019","119.21","104.40","122.66","103.67","589.95K","14.10%"
"Feb 07, 2019","104.48","104.52","106.13","104.02","148.07K","-0.07%"
"Feb 06, 2019","104.55","107.33","107.61","101.70","337.08K","-2.54%"
"Feb 05, 2019","107.27","107.65","108.15","106.56","159.68K","-0.36%"
"Feb 04, 2019","107.66","107.32","109.30","106.59","160.85K","0.32%"
"Feb 03, 2019","107.32","110.69","111.02","105.91","227.24K","-2.80%"
"Feb 02, 2019","110.41","106.72","111.00","106.11","186.92K","3.44%"
"Feb 01, 2019","106.74","106.48","108.20","103.90","243.22K","0.40%"
"Jan 31, 2019","106.31","108.29","110.52","105.59","290.57K","-1.85%"
"Jan 30, 2019","108.31","104.38","109.59","103.47","331.03K","3.59%"
"Jan 29, 2019","104.56","105.59","106.53","102.32","319.73K","-0.87%"
"Jan 28, 2019","105.48","112.05","112.84","101.17","566.20K","-5.82%"
"Jan 27, 2019","112.00","115.27","115.95","111.50","247.26K","-2.90%"
"Jan 26, 2019","115.34","115.22","117.80","115.00","146.23K","0.13%"
"Jan 25, 2019","115.19","116.43","117.14","114.62","198.53K","-1.04%"
"Jan 24, 2019","116.40","116.42","117.04","114.08","216.25K","-0.03%"
"Jan 23, 2019","116.44","117.76","118.82","114.84","230.27K","-1.16%"
"Jan 22, 2019","117.81","115.59","119.43","111.72","359.53K","1.88%"
"Jan 21, 2019","115.64","117.71","117.77","114.00","303.73K","-1.50%"
"Jan 20, 2019","117.40","122.54","123.16","115.89","451.70K","-4.24%"
"Jan 19, 2019","122.60","119.17","125.15","119.17","323.25K","2.90%"
"Jan 18, 2019","119.14","121.58","121.88","117.88","235.85K","-2.19%"
"Jan 17, 2019","121.81","121.71","122.95","117.23","447.49K","0.36%"
"Jan 16, 2019","121.37","118.94","125.86","118.60","513.76K","1.95%"
"Jan 15, 2019","119.05","127.02","129.22","116.25","648.41K","-6.22%"
"Jan 14, 2019","126.94","114.14","129.89","114.07","546.43K","11.27%"
"Jan 13, 2019","114.08","123.35","123.67","112.16","421.66K","-7.50%"
"Jan 12, 2019","123.33","124.55","125.64","122.36","300.27K","-1.08%"
"Jan 11, 2019","124.68","125.00","127.22","120.47","545.23K","-0.23%"
"Jan 10, 2019","124.97","148.10","149.15","121.00","871.84K","-15.54%"
"Jan 09, 2019","147.97","147.64","151.29","147.16","299.38K","0.32%"
"Jan 08, 2019","147.50","149.32","151.39","145.81","441.93K","-1.30%"
"Jan 07, 2019","149.44","153.84","155.41","147.88","424.44K","-2.89%"
"Jan 06, 2019","153.88","152.81","157.08","147.76","628.06K","0.67%"
"Jan 05, 2019","152.85","152.07","158.95","152.07","773.71K","0.59%"
"Jan 04, 2019","151.96","146.20","154.65","144.42","805.18K","3.92%"
"Jan 03, 2019","146.23","151.97","153.56","143.40","708.13K","-3.80%"
"Jan 02, 2019","152.00","139.88","155.12","137.89","941.48K","9.35%"
"Jan 01, 2019","139.00","131.47","139.84","130.12","401.73K","5.76%"
"Dec 31, 2018","131.43","138.10","138.10","128.99","484.68K","-4.64%"
"Dec 30, 2018","137.83","134.34","138.97","128.84","704.98K","3.87%"
"Dec 29, 2018","132.70","136.14","145.07","129.59","1.01M","-1.97%"
"Dec 28, 2018","135.36","113.79","136.00","112.13","894.49K","19.13%"
"Dec 27, 2018","113.62","129.27","130.96","111.60","751.38K","-12.14%"
"Dec 26, 2018","129.32","127.45","135.23","122.63","794.84K","1.36%"
"Dec 25, 2018","127.58","138.13","138.92","121.20","1.08M","-7.98%"
"Dec 24, 2018","138.64","128.95","157.47","128.91","1.32M","7.43%"
"Dec 23, 2018","129.05","115.12","131.73","115.12","936.15K","12.08%"
"Dec 22, 2018","115.14","107.64","115.14","105.46","405.62K","6.96%"
"Dec 21, 2018","107.65","113.61","117.90","105.00","666.17K","-5.50%"
"Dec 20, 2018","113.91","98.84","115.55","97.96","859.52K","15.31%"
"Dec 19, 2018","98.79","101.08","107.45","97.91","827.96K","-1.56%"
"Dec 18, 2018","100.36","94.11","100.96","91.58","529.94K","6.71%"
"Dec 17, 2018","94.05","84.65","96.78","84.48","472.25K","11.10%"
"Dec 16, 2018","84.65","83.80","87.54","83.80","241.37K","1.00%"
"Dec 15, 2018","83.81","83.79","85.00","81.97","217.38K","-0.06%"
"Dec 14, 2018","83.86","86.37","86.93","82.26","318.00K","-2.87%"
"Dec 13, 2018","86.34","89.40","90.65","84.81","331.20K","-3.42%"
"Dec 12, 2018","89.40","88.26","91.21","86.99","285.54K","1.66%"
"Dec 11, 2018","87.94","89.90","91.63","86.03","339.79K","-2.23%"
"Dec 10, 2018","89.95","93.37","95.05","88.42","408.64K","-3.53%"
"Dec 09, 2018","93.24","90.30","98.37","88.71","520.54K","3.12%"
"Dec 08, 2018","90.42","93.04","97.68","84.69","698.22K","-2.88%"
"Dec 07, 2018","93.10","91.00","96.77","82.35","1.03M","2.08%"
"Dec 06, 2018","91.20","102.60","104.51","91.01","584.94K","-11.00%"
"Dec 05, 2018","102.47","109.98","110.55","102.40","353.86K","-6.79%"
"Dec 04, 2018","109.93","108.76","113.13","106.19","275.33K","1.09%"
"Dec 03, 2018","108.74","116.70","116.87","107.23","324.51K","-6.68%"
"Dec 02, 2018","116.52","118.13","120.64","116.13","273.57K","-1.33%"
"Dec 01, 2018","118.09","113.84","120.36","111.49","330.19K","3.85%"
"Nov 30, 2018","113.71","118.33","119.80","111.64","418.59K","-3.57%"
"Nov 29, 2018","117.92","122.88","123.88","114.90","478.89K","-4.12%"
"Nov 28, 2018","122.99","111.57","126.63","111.57","578.62K","10.29%"
"Nov 27, 2018","111.52","110.64","114.07","103.03","523.92K","0.76%"
"Nov 26, 2018","110.68","118.83","121.34","106.84","679.46K","-6.82%"
"Nov 25, 2018","118.78","114.89","122.00","103.10","836.24K","3.35%"
"Nov 24, 2018","114.93","125.02","130.06","112.32","471.27K","-8.12%"
"Nov 23, 2018","125.09","126.58","128.65","120.09","505.98K","-1.14%"
"Nov 22, 2018","126.53","138.50","140.26","125.84","334.63K","-8.41%"
"Nov 21, 2018","138.15","134.21","142.00","127.41","719.02K","3.29%"
"Nov 20, 2018","133.75","150.59","154.41","127.85","996.55K","-11.18%"
"Nov 19, 2018","150.58","178.97","179.05","147.00","596.88K","-15.84%"
"Nov 18, 2018","178.93","176.33","182.89","176.15","141.70K","1.61%"
"Nov 17, 2018","176.10","176.86","177.76","174.00","144.83K","-0.44%"
"Nov 16, 2018","176.87","183.69","184.71","173.61","241.72K","-3.93%"
"Nov 15, 2018","184.11","187.55","189.92","171.00","452.61K","-1.72%"
"Nov 14, 2018","187.33","209.82","210.27","176.99","434.40K","-10.73%"
"Nov 13, 2018","209.85","212.86","213.40","209.21","114.47K","-1.41%"
"Nov 12, 2018","212.85","213.57","214.14","211.03","100.07K","0.07%"
"Nov 11, 2018","212.70","213.28","213.93","209.26","136.22K","-0.29%"
"Nov 10, 2018","213.31","210.78","215.54","210.53","131.39K","1.19%"
"Nov 09, 2018","210.80","212.77","215.40","209.12","152.26K","-0.94%"
"Nov 08, 2018","212.79","219.06","220.50","212.64","189.76K","-2.86%"
"Nov 07, 2018","219.06","220.70","224.74","217.14","204.98K","-0.74%"
"Nov 06, 2018","220.69","210.94","220.93","209.16","197.79K","4.78%"
"Nov 05, 2018","210.63","212.22","213.16","207.70","141.43K","-0.69%"
"Nov 04, 2018","212.10","200.31","218.40","199.00","182.54K","5.86%"
"Nov 03, 2018","200.35","202.30","202.63","199.23","72.10K","-0.96%"
"Nov 02, 2018","202.30","199.85","203.63","199.65","97.28K","1.21%"
"Nov 01, 2018","199.89","199.01","200.83","198.02","86.10K","0.58%"
"Oct 31, 2018","198.73","197.26","200.90","193.54","114.74K","0.75%"
"Oct 30, 2018","197.26","196.89","198.42","195.99","83.61K","0.14%"
"Oct 29, 2018","196.99","204.83","205.44","195.58","118.30K","-3.89%"
"Oct 28, 2018","204.96","204.43","205.70","203.82","44.39K","0.26%"
"Oct 27, 2018","204.43","204.97","205.71","203.11","50.24K","-0.26%"
"Oct 26, 2018","204.96","203.81","208.79","203.14","91.14K","0.57%"
"Oct 25, 2018","203.79","205.30","205.67","203.00","77.40K","-0.76%"
"Oct 24, 2018","205.35","205.87","207.66","205.08","97.15K","-0.25%"
"Oct 23, 2018","205.87","206.65","207.68","202.90","112.75K","-0.43%"
"Oct 22, 2018","206.76","207.38","209.02","205.13","206.05K","-0.35%"
"Oct 21, 2018","207.48","207.88","211.70","206.88","83.32K","-0.31%"
"Oct 20, 2018","208.13","204.92","209.66","203.69","62.32K","1.53%"
"Oct 19, 2018","205.00","206.24","207.77","204.30","254.64K","-0.57%"
"Oct 18, 2018","206.18","212.90","215.13","204.04","150.25K","-3.20%"
"Oct 17, 2018","213.00","215.21","216.96","210.50","153.80K","-1.07%"
"Oct 16, 2018","215.30","214.09","219.14","211.72","145.96K","0.42%"
"Oct 15, 2018","214.40","196.59","238.39","194.72","973.86K","8.88%"
"Oct 14, 2018","196.92","201.30","203.50","195.08","110.47K","-2.37%"
"Oct 13, 2018","201.69","196.62","202.59","196.62","107.23K","2.34%"
"Oct 12, 2018","197.07","191.71","201.66","190.48","216.45K","2.87%"
"Oct 11, 2018","191.58","226.46","226.77","189.23","497.26K","-15.54%"
"Oct 10, 2018","226.83","228.38","228.50","224.47","122.74K","-0.70%"
"Oct 09, 2018","228.42","230.15","230.98","226.78","100.25K","-0.73%"
"Oct 08, 2018","230.10","226.43","231.79","224.33","211.07K","1.66%"
"Oct 07, 2018","226.35","225.40","227.61","222.06","74.70K","0.42%"
"Oct 06, 2018","225.40","228.40","228.78","223.41","100.27K","-1.31%"
"Oct 05, 2018","228.39","222.44","231.30","219.76","137.71K","2.63%"
"Oct 04, 2018","222.54","220.84","227.00","219.84","158.17K","0.82%"
"Oct 03, 2018","220.72","225.63","226.37","216.66","275.72K","-2.21%"
"Oct 02, 2018","225.71","231.46","232.20","224.28","401.10K","-2.51%"
"Oct 01, 2018","231.52","232.92","235.53","225.13","322.88K","-0.64%"
"Sep 30, 2018","233.00","231.16","238.48","226.99","432.20K","0.70%"
"Sep 29, 2018","231.37","221.78","237.03","214.30","604.00K","4.28%"
"Sep 28, 2018","221.88","229.23","233.81","215.72","618.45K","-3.15%"
"Sep 27, 2018","229.10","214.07","233.08","210.44","582.26K","6.91%"
"Sep 26, 2018","214.30","219.87","222.58","207.53","613.89K","-2.29%"
"Sep 25, 2018","219.33","227.94","227.94","204.12","710.41K","-3.81%"
"Sep 24, 2018","228.02","244.85","246.08","225.49","350.15K","-6.74%"
"Sep 23, 2018","244.50","241.15","249.43","237.23","235.21K","1.45%"
"Sep 22, 2018","241.01","247.81","254.24","233.56","423.74K","-2.72%"
"Sep 21, 2018","247.76","224.42","251.60","220.83","841.25K","10.57%"
"Sep 20, 2018","224.07","209.98","226.24","207.07","573.26K","6.81%"
"Sep 19, 2018","209.79","208.26","214.70","198.51","496.66K","0.44%"
"Sep 18, 2018","208.87","196.27","214.60","194.30","583.45K","6.48%"
"Sep 17, 2018","196.16","221.00","224.46","192.70","824.97K","-10.91%"
"Sep 16, 2018","220.17","221.87","223.30","208.63","425.87K","-0.82%"
"Sep 15, 2018","221.98","208.64","227.23","208.49","441.49K","5.76%"
"Sep 14, 2018","209.89","211.02","224.11","202.90","833.55K","-0.48%"
"Sep 13, 2018","210.90","183.36","214.65","183.25","739.47K","15.17%"
"Sep 12, 2018","183.12","184.92","184.92","167.79","504.08K","-1.22%"
"Sep 11, 2018","185.38","197.50","199.05","177.07","476.73K","-5.96%"
"Sep 10, 2018","197.12","196.68","202.72","187.40","418.50K","0.67%"
"Sep 09, 2018","195.81","197.02","208.43","185.40","429.26K","-0.45%"
"Sep 08, 2018","196.69","215.09","219.70","190.42","318.86K","-8.47%"
"Sep 07, 2018","214.90","229.91","234.68","214.27","398.48K","-6.43%"
"Sep 06, 2018","229.67","228.21","232.77","212.12","553.21K","0.31%"
"Sep 05, 2018","228.97","285.28","287.40","227.29","528.72K","-19.70%"
"Sep 04, 2018","285.14","289.01","292.64","283.14","330.02K","-1.38%"
"Sep 03, 2018","289.14","295.44","296.50","286.01","274.44K","-2.18%"
"Sep 02, 2018","295.59","295.69","298.87","289.49","153.30K","-0.03%"
"Sep 01, 2018","295.68","281.46","301.99","281.46","294.95K","5.01%"
"Aug 31, 2018","281.58","283.92","284.94","276.93","302.65K","-0.77%"
"Aug 30, 2018","283.77","288.55","290.73","272.37","337.02K","-1.62%"
"Aug 29, 2018","288.43","295.41","296.85","284.00","324.25K","-2.37%"
"Aug 28, 2018","295.42","287.74","297.79","282.66","318.50K","2.72%"
"Aug 27, 2018","287.60","274.36","287.60","272.05","280.67K","4.91%"
"Aug 26, 2018","274.13","277.43","277.71","269.59","232.46K","-1.24%"
"Aug 25, 2018","277.57","281.14","282.50","276.19","253.35K","-1.27%"
"Aug 24, 2018","281.14","276.09","282.79","270.45","271.89K","1.81%"
"Aug 23, 2018","276.15","270.69","280.09","268.33","277.48K","2.27%"
"Aug 22, 2018","270.01","281.21","298.70","260.15","403.75K","-3.94%"
"Aug 21, 2018","281.09","270.39","285.67","270.00","224.77K","3.72%"
"Aug 20, 2018","271.00","299.36","304.01","269.99","219.17K","-9.46%"
"Aug 19, 2018","299.32","293.98","306.72","288.65","288.44K","1.84%"
"Aug 18, 2018","293.92","317.68","321.08","282.59","384.11K","-7.36%"
"Aug 17, 2018","317.26","287.03","317.46","285.04","342.53K","10.56%"
"Aug 16, 2018","286.95","281.09","298.25","277.94","235.68K","2.08%"
"Aug 15, 2018","281.10","278.75","304.33","277.37","438.69K","0.98%"
"Aug 14, 2018","278.36","283.67","283.75","251.01","485.17K","-1.88%"
"Aug 13, 2018","283.68","317.93","320.81","281.12","307.70K","-10.80%"
"Aug 12, 2018","318.01","317.60","327.03","314.00","135.65K","0.28%"
"Aug 11, 2018","317.12","331.88","332.52","304.93","335.81K","-4.42%"
"Aug 10, 2018","331.77","363.65","365.35","325.99","264.00K","-8.68%"
"Aug 09, 2018","363.30","355.79","369.49","350.80","244.27K","2.19%"
"Aug 08, 2018","355.51","377.90","380.26","349.40","275.08K","-5.96%"
"Aug 07, 2018","378.04","405.01","410.57","370.09","207.69K","-6.72%"
"Aug 06, 2018","405.26","407.94","413.17","401.22","166.63K","-0.85%"
"Aug 05, 2018","408.72","407.21","412.97","400.49","158.65K","0.32%"
"Aug 04, 2018","407.41","417.50","419.35","402.18","179.66K","-2.42%"
"Aug 03, 2018","417.52","410.71","420.01","397.62","201.16K","1.68%"
"Aug 02, 2018","410.63","420.33","424.40","407.66","178.31K","-2.35%"
"Aug 01, 2018","420.52","432.36","434.24","407.69","209.60K","-2.44%"
"Jul 31, 2018","431.02","456.06","457.06","427.33","214.88K","-5.58%"
"Jul 30, 2018","456.47","466.57","469.79","446.63","179.57K","-2.08%"
"Jul 29, 2018","466.15","469.04","471.77","461.63","139.02K","-0.55%"
"Jul 28, 2018","468.74","470.50","471.70","461.23","156.61K","-0.29%"
"Jul 27, 2018","470.09","462.18","473.76","457.00","198.31K","1.60%"
"Jul 26, 2018","462.67","472.60","484.92","460.00","174.03K","-1.97%"
"Jul 25, 2018","471.97","478.98","485.01","464.29","170.40K","-1.71%"
"Jul 24, 2018","480.16","449.95","484.21","448.50","158.01K","6.72%"
"Jul 23, 2018","449.91","457.31","469.67","447.48","106.58K","-1.69%"
"Jul 22, 2018","457.63","460.23","472.10","454.34","60.70K","-0.56%"
"Jul 21, 2018","460.23","448.98","468.56","441.94","74.23K","2.49%"
"Jul 20, 2018","449.04","468.61","468.82","440.63","160.89K","-4.16%"
"Jul 19, 2018","468.55","479.39","483.75","463.03","171.29K","-2.19%"
"Jul 18, 2018","479.05","498.90","514.71","468.93","236.11K","-3.96%"
"Jul 17, 2018","498.78","477.75","511.49","465.83","215.33K","4.16%"
"Jul 16, 2018","478.86","449.77","480.25","444.50","172.44K","6.48%"
"Jul 15, 2018","449.70","433.00","454.78","430.87","140.41K","3.83%"
"Jul 14, 2018","433.13","432.31","439.13","428.56","122.27K","0.14%"
"Jul 13, 2018","432.53","430.14","441.68","425.43","150.34K","0.29%"
"Jul 12, 2018","431.30","444.84","445.06","417.76","181.87K","-3.05%"
"Jul 11, 2018","444.89","432.30","446.84","424.83","159.02K","2.99%"
"Jul 10, 2018","431.98","470.46","473.11","428.48","173.82K","-8.42%"
"Jul 09, 2018","471.72","486.68","488.98","468.94","89.53K","-3.09%"
"Jul 08, 2018","486.77","487.62","495.07","482.21","144.71K","0.20%"
"Jul 07, 2018","485.82","470.44","487.03","461.85","83.63K","3.27%"
"Jul 06, 2018","470.43","467.58","474.58","451.73","100.44K","0.51%"
"Jul 05, 2018","468.02","467.18","479.92","459.19","125.80K","0.18%"
