"Date","Price","Open","High","Low","Vol.","Change %"
"Jul 01, 2020","230.84","225.61","232.62","224.25","517.32K","2.33%"
"Jun 30, 2020","225.59","228.03","228.61","223.08","415.06K","-0.99%"
"Jun 29, 2020","227.85","225.18","229.94","221.46","598.58K","1.34%"
"Jun 28, 2020","224.83","220.66","227.82","218.61","444.72K","1.76%"
"Jun 27, 2020","220.94","229.78","231.30","216.56","645.95K","-3.75%"
"Jun 26, 2020","229.54","232.26","233.43","228.01","628.32K","-1.29%"
"Jun 25, 2020","232.53","234.73","235.26","227.92","615.87K","-0.91%"
"Jun 24, 2020","234.67","243.17","249.11","231.35","921.45K","-3.49%"
"Jun 23, 2020","243.16","243.15","244.79","240.86","442.34K","0.02%"
"Jun 22, 2020","243.11","227.82","246.25","227.75","749.00K","6.61%"
"Jun 21, 2020","228.04","228.98","231.25","227.34","256.32K","-0.35%"
"Jun 20, 2020","228.84","228.94","230.79","225.62","303.65K","-0.08%"
"Jun 19, 2020","229.03","230.95","231.88","226.81","397.31K","-0.96%"
"Jun 18, 2020","231.26","233.80","234.57","227.96","334.37K","-1.08%"
"Jun 17, 2020","233.78","235.50","237.07","228.25","478.21K","-0.65%"
"Jun 16, 2020","235.31","231.01","235.92","228.79","499.15K","1.94%"
"Jun 15, 2020","230.83","231.60","233.39","218.60","875.18K","-0.38%"
"Jun 14, 2020","231.71","238.20","238.39","230.17","304.75K","-2.68%"
"Jun 13, 2020","238.10","237.64","238.72","234.72","254.21K","0.23%"
"Jun 12, 2020","237.56","230.08","239.10","228.63","447.95K","3.12%"
"Jun 11, 2020","230.38","248.03","249.88","227.76","815.89K","-7.00%"
"Jun 10, 2020","247.73","243.73","249.85","242.33","431.08K","1.64%"
"Jun 09, 2020","243.74","246.40","249.68","240.96","420.32K","-0.98%"
"Jun 08, 2020","246.15","244.76","247.19","241.30","383.31K","0.65%"
"Jun 07, 2020","244.55","241.95","245.09","235.27","570.77K","1.03%"
"Jun 06, 2020","242.05","239.51","244.37","238.36","389.52K","0.81%"
"Jun 05, 2020","240.11","243.31","247.79","239.31","502.45K","-1.32%"
"Jun 04, 2020","243.32","244.61","246.44","236.65","669.33K","-0.43%"
"Jun 03, 2020","244.38","237.49","244.60","233.86","502.71K","2.74%"
"Jun 02, 2020","237.86","248.70","253.23","227.55","955.57K","-4.08%"
"Jun 01, 2020","247.97","231.56","250.49","230.85","823.42K","6.92%"
"May 31, 2020","231.93","243.66","245.36","230.13","822.01K","-4.76%"
"May 30, 2020","243.53","221.05","246.33","218.81","1.02M","10.36%"
"May 29, 2020","220.67","220.78","224.62","217.77","603.21K","0.35%"
"May 28, 2020","219.91","208.33","220.48","204.72","642.77K","5.60%"
"May 27, 2020","208.24","201.06","208.24","200.91","494.54K","3.66%"
"May 26, 2020","200.89","204.08","204.99","197.10","477.17K","-1.57%"
"May 25, 2020","204.09","199.34","205.42","198.91","477.34K","2.19%"
"May 24, 2020","199.71","206.46","210.50","199.71","672.63K","-3.31%"
"May 23, 2020","206.55","207.56","211.00","204.92","478.55K","-0.40%"
"May 22, 2020","207.37","198.64","209.10","196.45","788.18K","4.54%"
"May 21, 2020","198.37","209.99","211.56","192.00","1.00M","-5.57%"
"May 20, 2020","210.06","214.73","215.39","206.83","680.02K","-2.07%"
"May 19, 2020","214.51","214.98","215.94","209.65","643.45K","-0.18%"
"May 18, 2020","214.90","207.27","217.02","207.27","1.06M","3.80%"
"May 17, 2020","207.03","199.94","209.82","199.77","708.69K","3.27%"
"May 16, 2020","200.48","194.85","203.23","193.52","669.92K","2.93%"
"May 15, 2020","194.77","203.32","204.00","191.84","904.80K","-4.08%"
"May 14, 2020","203.05","199.84","205.93","196.18","1.11M","1.72%"
"May 13, 2020","199.62","189.33","200.92","188.62","806.16K","5.17%"
"May 12, 2020","189.81","185.60","192.06","185.60","671.00K","1.88%"
"May 11, 2020","186.30","188.05","193.33","177.12","1.09M","-0.83%"
"May 10, 2020","187.85","209.93","209.93","180.69","1.47M","-10.65%"
"May 09, 2020","210.24","211.41","214.49","208.75","588.24K","-0.55%"
"May 08, 2020","211.40","212.40","216.45","207.15","917.59K","-0.24%"
"May 07, 2020","211.90","198.40","214.98","196.75","1.31M","6.58%"
"May 06, 2020","198.82","205.43","210.65","198.51","862.11K","-3.15%"
"May 05, 2020","205.29","206.91","211.43","201.24","640.65K","-0.66%"
"May 04, 2020","206.66","209.83","210.61","195.16","1.11M","-1.48%"
"May 03, 2020","209.76","213.73","218.90","205.15","748.38K","-1.93%"
"May 02, 2020","213.88","211.31","215.36","210.49","443.54K","0.87%"
"May 01, 2020","212.04","206.05","216.97","206.05","794.94K","2.59%"
"Apr 30, 2020","206.68","215.35","227.01","202.57","1.75M","-4.08%"
"Apr 29, 2020","215.48","196.62","218.02","196.45","1.62M","9.55%"
"Apr 28, 2020","196.69","196.48","197.54","192.40","635.65K","0.12%"
"Apr 27, 2020","196.46","197.80","198.80","189.72","896.94K","-0.40%"
"Apr 26, 2020","197.25","193.82","199.48","192.55","758.57K","1.57%"
"Apr 25, 2020","194.21","187.36","197.14","186.00","866.49K","3.53%"
"Apr 24, 2020","187.59","185.56","189.65","185.06","780.90K","1.12%"
"Apr 23, 2020","185.51","182.81","192.60","178.43","1.46M","1.50%"
"Apr 22, 2020","182.77","170.69","183.78","169.96","988.21K","7.07%"
"Apr 21, 2020","170.70","169.90","174.35","168.14","906.18K","0.21%"
"Apr 20, 2020","170.34","180.13","186.31","167.49","1.55M","-5.42%"
"Apr 19, 2020","180.11","187.59","188.17","176.36","995.78K","-3.95%"
"Apr 18, 2020","187.51","170.48","189.09","170.48","1.13M","9.94%"
"Apr 17, 2020","170.55","172.44","174.43","168.34","723.15K","-1.07%"
"Apr 16, 2020","172.40","152.44","174.48","148.81","1.65M","12.83%"
"Apr 15, 2020","152.80","157.97","161.14","152.35","729.45K","-3.53%"
"Apr 14, 2020","158.39","156.59","161.58","155.49","697.89K","1.31%"
"Apr 13, 2020","156.34","157.79","158.93","150.29","1.04M","-1.31%"
"Apr 12, 2020","158.41","158.33","164.70","155.24","809.00K","0.06%"
"Apr 11, 2020","158.31","158.51","161.14","154.00","622.01K","0.25%"
"Apr 10, 2020","157.92","169.63","170.10","152.35","1.31M","-6.88%"
"Apr 09, 2020","169.58","172.56","173.28","166.25","719.79K","-2.04%"
"Apr 08, 2020","173.12","164.60","174.32","163.65","1.02M","5.14%"
"Apr 07, 2020","164.65","170.88","176.18","162.70","1.72M","-3.90%"
"Apr 06, 2020","171.34","142.74","171.34","142.70","1.64M","20.10%"
"Apr 05, 2020","142.66","144.72","145.48","140.96","415.09K","-0.97%"
"Apr 04, 2020","144.06","141.13","146.11","139.09","573.51K","2.00%"
"Apr 03, 2020","141.24","141.23","146.68","138.02","797.79K","-0.26%"
"Apr 02, 2020","141.61","137.12","148.84","135.12","1.14M","4.38%"
"Apr 01, 2020","135.67","132.99","136.54","128.76","681.07K","2.15%"
"Mar 31, 2020","132.81","131.82","134.94","130.44","547.59K","0.60%"
"Mar 30, 2020","132.02","124.59","134.81","124.25","764.75K","6.07%"
"Mar 29, 2020","124.47","131.17","131.78","123.88","543.99K","-5.09%"
"Mar 28, 2020","131.14","131.33","132.87","125.27","896.43K","-0.18%"
"Mar 27, 2020","131.38","138.64","140.87","130.26","706.46K","-5.10%"
"Mar 26, 2020","138.44","136.31","139.33","133.64","751.71K","1.79%"
"Mar 25, 2020","136.00","138.28","141.80","133.14","1.03M","-1.79%"
"Mar 24, 2020","138.48","135.97","143.27","132.73","1.24M","1.71%"
"Mar 23, 2020","136.15","121.97","136.70","119.76","1.44M","11.40%"
"Mar 22, 2020","122.22","132.53","136.94","121.42","1.06M","-7.88%"
"Mar 21, 2020","132.67","133.53","137.38","125.77","1.23M","-0.60%"
"Mar 20, 2020","133.47","136.30","152.26","117.67","2.50M","-2.28%"
"Mar 19, 2020","136.58","118.75","142.08","115.66","1.80M","15.50%"
"Mar 18, 2020","118.25","115.78","118.44","110.00","1.20M","1.74%"
"Mar 17, 2020","116.23","111.68","120.21","109.49","1.29M","4.85%"
"Mar 16, 2020","110.85","123.51","124.19","101.70","2.44M","-10.44%"
"Mar 15, 2020","123.77","122.46","132.16","120.45","1.31M","0.89%"
"Mar 14, 2020","122.68","133.39","134.68","121.20","1.24M","-8.67%"
"Mar 13, 2020","134.33","107.99","138.18","86.46","4.66M","24.06%"
"Mar 12, 2020","108.28","194.85","195.25","102.70","3.81M","-44.38%"
"Mar 11, 2020","194.67","200.62","202.91","181.89","1.08M","-2.85%"
"Mar 10, 2020","200.38","202.88","206.01","196.46","1.02M","-1.43%"
"Mar 09, 2020","203.29","200.08","208.23","190.57","1.66M","1.98%"
"Mar 08, 2020","199.35","236.89","236.89","197.28","1.28M","-16.00%"
"Mar 07, 2020","237.32","245.26","251.17","236.25","634.04K","-3.18%"
"Mar 06, 2020","245.11","228.00","245.11","227.57","628.18K","7.32%"
"Mar 05, 2020","228.39","224.57","234.06","224.57","601.35K","1.74%"
"Mar 04, 2020","224.48","223.59","228.67","220.57","443.71K","0.26%"
"Mar 03, 2020","223.89","231.75","232.46","220.33","741.69K","-3.47%"
"Mar 02, 2020","231.93","217.83","234.19","216.14","810.16K","6.29%"
"Mar 01, 2020","218.21","218.23","227.65","212.83","716.42K","0.40%"
"Feb 29, 2020","217.33","227.19","232.89","217.33","546.81K","-4.25%"
"Feb 28, 2020","226.98","227.86","234.50","214.73","1.06M","-0.12%"
"Feb 27, 2020","227.26","223.13","238.12","210.58","1.27M","1.45%"
"Feb 26, 2020","224.01","246.44","250.31","217.70","1.40M","-9.28%"
"Feb 25, 2020","246.92","265.39","266.16","244.99","774.65K","-7.00%"
"Feb 24, 2020","265.51","274.52","276.98","257.42","696.90K","-3.38%"
"Feb 23, 2020","274.81","261.70","275.35","261.32","444.55K","5.03%"
"Feb 22, 2020","261.64","265.17","266.61","257.33","313.17K","-1.29%"
"Feb 21, 2020","265.05","257.15","267.90","254.40","525.94K","2.80%"
"Feb 20, 2020","257.83","258.25","264.20","247.09","972.93K","-0.30%"
"Feb 19, 2020","258.61","282.57","283.96","252.25","705.23K","-8.38%"
"Feb 18, 2020","282.26","267.90","285.68","259.99","1.12M","5.53%"
"Feb 17, 2020","267.48","258.93","268.42","242.20","1.11M","2.84%"
"Feb 16, 2020","260.09","264.78","273.69","237.51","1.11M","-1.85%"
"Feb 15, 2020","265.00","285.48","288.05","262.22","860.67K","-7.21%"
"Feb 14, 2020","285.58","268.50","286.22","260.92","734.73K","6.18%"
"Feb 13, 2020","268.95","265.45","277.35","256.16","1.09M","1.34%"
"Feb 12, 2020","265.39","236.89","275.00","236.89","1.04M","12.02%"
"Feb 11, 2020","236.92","223.12","238.97","218.20","595.42K","6.24%"
"Feb 10, 2020","223.01","228.61","229.30","216.60","510.49K","-2.45%"
"Feb 09, 2020","228.62","222.86","230.40","222.86","350.24K","2.44%"
"Feb 08, 2020","223.18","223.36","227.53","214.09","548.57K","-0.23%"
"Feb 07, 2020","223.69","213.25","224.56","213.25","629.31K","4.92%"
"Feb 06, 2020","213.21","203.92","216.18","201.08","608.23K","4.62%"
"Feb 05, 2020","203.80","188.88","207.49","188.24","550.94K","7.85%"
"Feb 04, 2020","188.97","189.85","191.44","184.77","366.43K","-0.44%"
"Feb 03, 2020","189.81","188.34","194.82","187.27","417.24K","0.80%"
"Feb 02, 2020","188.30","183.67","193.29","179.80","552.50K","2.51%"
"Feb 01, 2020","183.69","180.02","184.17","179.31","259.39K","2.05%"
"Jan 31, 2020","180.00","184.73","185.77","175.92","385.93K","-2.57%"
"Jan 30, 2020","184.75","173.05","186.95","171.02","477.61K","6.26%"
"Jan 29, 2020","173.86","175.90","178.37","173.60","317.41K","-0.97%"
"Jan 28, 2020","175.56","170.22","176.00","170.22","473.35K","3.22%"
"Jan 27, 2020","170.08","167.89","172.03","165.46","365.89K","1.34%"
"Jan 26, 2020","167.83","160.11","167.98","159.48","251.49K","4.57%"
"Jan 25, 2020","160.49","162.55","162.69","157.85","219.92K","-1.26%"
"Jan 24, 2020","162.54","162.82","164.38","155.69","430.03K","-0.17%"
"Jan 23, 2020","162.81","168.09","168.11","159.52","373.44K","-3.12%"
"Jan 22, 2020","168.05","169.62","171.34","166.13","272.21K","-0.83%"
"Jan 21, 2020","169.45","166.94","169.89","165.17","308.02K","1.58%"
"Jan 20, 2020","166.81","167.07","169.30","161.36","358.17K","-0.02%"
"Jan 19, 2020","166.84","174.12","177.79","162.33","624.64K","-4.21%"
"Jan 18, 2020","174.17","170.03","179.34","165.24","688.44K","2.33%"
"Jan 17, 2020","170.20","164.24","174.46","162.26","767.02K","3.44%"
"Jan 16, 2020","164.54","166.41","167.35","159.00","456.23K","-1.17%"
"Jan 15, 2020","166.48","164.64","171.63","159.25","721.85K","0.20%"
"Jan 14, 2020","166.15","143.58","170.20","143.55","1.11M","15.78%"
"Jan 13, 2020","143.51","146.56","147.00","142.46","208.00K","-2.04%"
"Jan 12, 2020","146.50","142.27","146.50","141.86","228.74K","2.89%"
"Jan 11, 2020","142.38","144.50","147.86","142.12","368.35K","-1.73%"
"Jan 10, 2020","144.88","137.74","145.01","135.44","409.36K","5.18%"
"Jan 09, 2020","137.75","140.76","141.44","135.53","366.04K","-2.05%"
"Jan 08, 2020","140.63","142.80","147.65","137.25","570.54K","-1.62%"
"Jan 07, 2020","142.94","144.26","145.15","138.99","447.95K","-0.79%"
"Jan 06, 2020","144.08","135.25","144.37","134.90","408.02K","6.43%"
"Jan 05, 2020","135.37","134.20","138.15","134.20","254.12K","0.89%"
"Jan 04, 2020","134.17","134.40","135.74","132.70","184.77K","-0.07%"
"Jan 03, 2020","134.27","127.15","134.73","125.93","412.98K","5.65%"
"Jan 02, 2020","127.09","130.77","130.77","126.69","213.73K","-2.75%"
"Jan 01, 2020","130.68","129.10","132.99","128.68","144.71K","1.17%"
"Dec 31, 2019","129.17","131.59","133.50","128.24","264.94K","-1.84%"
"Dec 30, 2019","131.59","134.28","136.23","130.36","320.84K","-2.05%"
"Dec 29, 2019","134.35","128.11","137.78","127.56","316.25K","4.89%"
"Dec 28, 2019","128.09","126.19","129.60","125.86","196.88K","1.43%"
"Dec 27, 2019","126.29","125.57","126.83","123.04","240.01K","0.56%"
"Dec 26, 2019","125.59","125.08","132.04","124.37","274.99K","0.40%"
"Dec 25, 2019","125.09","127.70","127.84","123.68","225.39K","-2.06%"
"Dec 24, 2019","127.72","127.96","129.49","126.77","200.88K","-0.05%"
"Dec 23, 2019","127.79","132.22","134.85","126.11","421.63K","-3.28%"
"Dec 22, 2019","132.13","127.00","132.98","126.82","253.02K","4.04%"
"Dec 21, 2019","127.00","128.25","128.26","126.52","135.18K","-0.93%"
"Dec 20, 2019","128.19","128.52","129.20","125.97","213.91K","0.06%"
"Dec 19, 2019","128.11","132.92","133.75","125.74","420.67K","-3.41%"
"Dec 18, 2019","132.63","121.90","133.73","116.30","886.36K","8.77%"
"Dec 17, 2019","121.94","132.76","132.91","120.45","561.79K","-8.13%"
"Dec 16, 2019","132.73","142.58","142.65","130.43","471.01K","-6.82%"
"Dec 15, 2019","142.45","141.79","143.95","140.02","151.19K","0.44%"
"Dec 14, 2019","141.83","144.76","145.01","141.28","126.27K","-2.03%"
"Dec 13, 2019","144.77","144.90","145.26","143.12","160.70K","-0.08%"
"Dec 12, 2019","144.88","143.71","145.78","139.57","261.69K","1.03%"
"Dec 11, 2019","143.41","145.55","146.30","142.13","157.76K","-1.48%"
"Dec 10, 2019","145.56","147.32","147.97","144.10","203.22K","-1.25%"
"Dec 09, 2019","147.40","150.43","151.04","146.72","243.83K","-2.01%"
"Dec 08, 2019","150.42","147.14","151.54","146.28","205.16K","2.22%"
"Dec 07, 2019","147.15","148.58","149.15","146.93","140.50K","-0.89%"
"Dec 06, 2019","148.47","148.13","149.00","146.13","220.64K","0.26%"
"Dec 05, 2019","148.09","145.30","148.81","143.94","299.12K","1.90%"
"Dec 04, 2019","145.33","147.09","151.22","143.39","434.38K","-1.25%"
"Dec 03, 2019","147.17","148.86","149.78","146.14","196.35K","-1.00%"
"Dec 02, 2019","148.66","150.95","151.31","146.91","233.84K","-1.41%"
"Dec 01, 2019","150.79","151.32","152.24","145.89","344.07K","-0.49%"
"Nov 30, 2019","151.53","154.44","155.23","149.88","226.75K","-1.92%"
"Nov 29, 2019","154.50","150.46","157.44","150.27","328.70K","2.48%"
"Nov 28, 2019","150.76","152.77","154.53","149.16","317.76K","-1.16%"
"Nov 27, 2019","152.53","147.46","155.23","141.11","564.74K","3.44%"
"Nov 26, 2019","147.46","145.77","149.86","143.82","354.96K","1.26%"
"Nov 25, 2019","145.63","139.83","151.16","131.54","749.12K","4.01%"
"Nov 24, 2019","140.01","151.80","152.78","138.86","352.21K","-7.71%"
"Nov 23, 2019","151.71","149.55","154.22","146.25","369.71K","1.42%"
"Nov 22, 2019","149.58","161.03","162.75","138.87","977.99K","-7.09%"
"Nov 21, 2019","161.00","174.66","175.81","158.36","473.97K","-7.83%"
"Nov 20, 2019","174.68","175.97","177.37","173.60","216.24K","-0.70%"
"Nov 19, 2019","175.92","178.10","178.46","172.90","275.89K","-1.30%"
"Nov 18, 2019","178.23","183.81","183.95","175.32","293.56K","-3.03%"
"Nov 17, 2019","183.79","182.41","185.88","180.18","198.92K","0.78%"
"Nov 16, 2019","182.37","180.00","183.41","179.34","172.81K","1.29%"
"Nov 15, 2019","180.04","185.05","186.02","178.07","407.42K","-2.65%"
"Nov 14, 2019","184.94","188.11","188.61","183.41","245.42K","-1.69%"
"Nov 13, 2019","188.11","187.10","189.66","185.34","197.37K","0.56%"
"Nov 12, 2019","187.07","184.92","187.53","182.82","256.72K","1.11%"
"Nov 11, 2019","185.02","189.10","190.08","184.16","255.68K","-2.08%"
"Nov 10, 2019","188.95","184.85","191.32","183.42","274.95K","2.20%"
"Nov 09, 2019","184.88","183.48","185.72","182.68","192.07K","0.60%"
"Nov 08, 2019","183.77","186.67","188.19","181.82","365.03K","-1.53%"
"Nov 07, 2019","186.62","191.38","192.21","184.83","309.84K","-2.32%"
"Nov 06, 2019","191.05","188.51","194.36","187.90","343.64K","1.33%"
"Nov 05, 2019","188.54","185.65","191.43","182.93","389.60K","1.47%"
"Nov 04, 2019","185.80","181.67","188.11","180.37","320.79K","2.36%"
"Nov 03, 2019","181.52","182.90","184.66","179.00","232.70K","-0.79%"
"Nov 02, 2019","182.96","183.04","185.17","181.70","179.75K","0.08%"
"Nov 01, 2019","182.81","181.86","184.41","178.17","331.54K","0.35%"
"Oct 31, 2019","182.18","183.37","185.14","177.93","410.98K","-0.53%"
"Oct 30, 2019","183.15","190.46","191.67","180.34","537.77K","-3.82%"
"Oct 29, 2019","190.43","181.62","192.63","181.55","530.05K","4.80%"
"Oct 28, 2019","181.70","183.78","189.09","180.46","582.00K","-1.24%"
"Oct 27, 2019","183.98","179.89","188.38","176.27","724.43K","2.47%"
"Oct 26, 2019","179.55","181.77","196.90","173.92","1.21M","-1.04%"
"Oct 25, 2019","181.43","160.44","187.02","160.32","904.58K","13.10%"
"Oct 24, 2019","160.41","162.41","163.51","159.00","387.49K","-1.16%"
"Oct 23, 2019","162.29","171.02","171.48","153.53","745.56K","-5.22%"
"Oct 22, 2019","171.23","174.11","174.98","170.50","255.63K","-1.63%"
"Oct 21, 2019","174.07","175.16","177.76","171.78","270.34K","-0.62%"
"Oct 20, 2019","175.16","171.84","176.26","169.41","299.17K","1.93%"
"Oct 19, 2019","171.84","172.94","174.77","170.16","297.13K","-0.50%"
"Oct 18, 2019","172.71","177.32","177.32","169.02","319.36K","-2.51%"
"Oct 17, 2019","177.16","174.46","178.80","172.70","298.80K","1.47%"
"Oct 16, 2019","174.59","180.49","181.19","172.68","347.64K","-3.26%"
"Oct 15, 2019","180.47","186.73","187.94","178.04","405.47K","-3.30%"
"Oct 14, 2019","186.63","180.96","187.21","180.51","279.63K","3.06%"
"Oct 13, 2019","181.09","179.68","184.31","178.63","247.56K","0.74%"
"Oct 12, 2019","179.76","180.68","184.50","177.94","290.47K","-0.45%"
"Oct 11, 2019","180.57","191.42","196.38","179.55","621.66K","-5.54%"
"Oct 10, 2019","191.17","192.62","194.20","187.60","436.57K","-0.83%"
"Oct 09, 2019","192.77","180.88","195.32","179.42","563.83K","6.75%"
"Oct 08, 2019","180.58","179.95","184.58","177.50","400.83K","0.41%"
"Oct 07, 2019","179.85","170.22","182.04","168.75","496.51K","5.73%"
"Oct 06, 2019","170.10","176.29","176.67","168.17","314.88K","-3.46%"
"Oct 05, 2019","176.20","175.65","176.65","172.28","278.48K","0.35%"
"Oct 04, 2019","175.59","174.69","178.85","170.92","333.90K","0.61%"
"Oct 03, 2019","174.52","180.39","180.64","170.31","354.77K","-3.22%"
"Oct 02, 2019","180.32","175.66","180.80","173.72","348.25K","2.65%"
"Oct 01, 2019","175.66","181.37","185.31","173.52","611.37K","-2.71%"
"Sep 30, 2019","180.55","169.75","180.89","165.47","579.21K","6.69%"
"Sep 29, 2019","169.23","173.67","174.36","164.51","410.85K","-2.50%"
"Sep 28, 2019","173.57","173.89","175.34","168.36","521.78K","-0.11%"
"Sep 27, 2019","173.76","165.91","176.58","161.36","634.92K","4.78%"
"Sep 26, 2019","165.83","169.96","170.91","153.22","779.94K","-2.41%"
"Sep 25, 2019","169.93","165.93","174.83","162.37","881.60K","2.34%"
"Sep 24, 2019","166.04","201.07","202.89","150.91","1.48M","-17.29%"
"Sep 23, 2019","200.75","211.17","211.68","199.59","392.73K","-4.94%"
"Sep 22, 2019","211.19","215.12","215.55","206.24","445.39K","-1.79%"
"Sep 21, 2019","215.05","218.29","221.35","213.50","417.89K","-1.36%"
"Sep 20, 2019","218.01","220.47","221.25","212.80","437.82K","-1.01%"
"Sep 19, 2019","220.23","210.23","223.77","202.91","844.43K","4.81%"
"Sep 18, 2019","210.13","207.77","217.12","207.77","539.90K","0.96%"
"Sep 17, 2019","208.13","197.41","214.88","195.80","715.61K","5.40%"
"Sep 16, 2019","197.47","189.09","199.14","188.53","550.54K","4.45%"
"Sep 15, 2019","189.05","188.44","190.32","185.79","288.93K","0.51%"
"Sep 14, 2019","188.10","181.13","188.67","179.88","279.42K","3.94%"
"Sep 13, 2019","180.97","180.96","181.34","177.64","264.29K","0.15%"
"Sep 12, 2019","180.70","178.35","182.28","176.72","203.54K","1.36%"
"Sep 11, 2019","178.28","179.73","182.52","174.83","278.56K","-0.89%"
"Sep 10, 2019","179.89","180.55","184.29","177.13","238.45K","-0.38%"
"Sep 09, 2019","180.57","181.16","185.33","176.35","273.80K","-0.50%"
"Sep 08, 2019","181.47","177.69","183.99","177.69","289.98K","2.20%"
"Sep 07, 2019","177.57","169.05","180.57","168.32","254.09K","5.02%"
"Sep 06, 2019","169.09","173.79","177.75","166.20","315.81K","-2.67%"
"Sep 05, 2019","173.73","174.69","175.51","170.25","232.68K","-0.58%"
"Sep 04, 2019","174.74","178.50","180.02","173.61","286.38K","-2.27%"
"Sep 03, 2019","178.79","178.17","182.68","175.26","327.88K","0.38%"
"Sep 02, 2019","178.12","170.75","180.52","170.02","294.50K","4.29%"
"Sep 01, 2019","170.80","171.50","173.35","167.81","191.09K","-0.42%"
"Aug 31, 2019","171.52","168.34","174.50","166.04","195.00K","1.85%"
"Aug 30, 2019","168.41","169.03","170.44","165.98","238.61K","-0.29%"
"Aug 29, 2019","168.90","173.00","173.41","164.16","295.57K","-2.40%"
"Aug 28, 2019","173.06","187.21","188.09","167.05","334.25K","-7.58%"
"Aug 27, 2019","187.25","188.60","189.36","184.93","157.91K","-0.74%"
"Aug 26, 2019","188.64","186.70","193.49","186.15","254.40K","1.15%"
"Aug 25, 2019","186.49","190.60","192.38","183.50","169.86K","-2.16%"
"Aug 24, 2019","190.60","193.96","194.05","186.52","167.85K","-1.76%"
"Aug 23, 2019","194.02","190.04","195.88","188.54","192.53K","1.86%"
"Aug 22, 2019","190.48","189.50","194.92","183.03","245.61K","1.56%"
"Aug 21, 2019","187.56","196.59","197.16","181.66","284.97K","-4.43%"
"Aug 20, 2019","196.26","202.34","202.74","194.59","189.43K","-2.92%"
"Aug 19, 2019","202.17","194.25","203.42","192.81","239.39K","4.02%"
"Aug 18, 2019","194.36","185.80","197.78","183.43","175.36K","4.71%"
"Aug 17, 2019","185.61","184.86","186.88","182.38","138.81K","0.31%"
"Aug 16, 2019","185.03","187.91","188.30","179.57","282.21K","-1.66%"
"Aug 15, 2019","188.16","187.76","189.86","181.56","237.93K","0.56%"
"Aug 14, 2019","187.11","209.23","209.87","183.57","325.22K","-10.57%"
"Aug 13, 2019","209.22","211.41","211.65","204.34","166.91K","-1.06%"
"Aug 12, 2019","211.47","216.47","216.47","210.00","124.25K","-2.43%"
"Aug 11, 2019","216.74","206.56","216.88","206.27","186.99K","4.96%"
"Aug 10, 2019","206.49","210.56","214.87","203.20","252.62K","-1.94%"
"Aug 09, 2019","210.58","221.64","221.68","207.51","232.15K","-4.94%"
"Aug 08, 2019","221.52","226.50","226.77","216.47","236.79K","-1.96%"
"Aug 07, 2019","225.94","226.30","230.84","221.94","279.20K","-0.15%"
"Aug 06, 2019","226.28","233.40","238.85","223.43","341.24K","-3.10%"
"Aug 05, 2019","233.53","221.98","235.74","221.98","307.95K","5.28%"
"Aug 04, 2019","221.81","222.06","223.07","217.10","135.64K","-0.11%"
"Aug 03, 2019","222.06","217.73","224.48","216.65","181.59K","2.01%"
"Aug 02, 2019","217.69","216.97","222.08","214.66","206.85K","0.41%"
"Aug 01, 2019","216.80","218.49","219.03","211.79","186.80K","-0.74%"
"Jul 31, 2019","218.42","209.59","218.68","209.23","207.21K","4.20%"
"Jul 30, 2019","209.61","210.82","213.96","205.08","222.70K","-0.64%"
"Jul 29, 2019","210.95","211.62","215.18","207.30","227.11K","-0.14%"
"Jul 28, 2019","211.25","207.44","213.05","199.27","218.75K","1.85%"
"Jul 27, 2019","207.42","218.76","223.20","203.65","301.10K","-5.21%"
"Jul 26, 2019","218.83","219.07","219.82","212.93","197.78K","-0.16%"
"Jul 25, 2019","219.19","215.99","224.65","215.65","280.40K","1.34%"
"Jul 24, 2019","216.30","212.26","217.95","202.31","331.22K","1.78%"
"Jul 23, 2019","212.52","217.03","219.27","208.98","317.58K","-2.33%"
"Jul 22, 2019","217.58","225.54","228.15","213.07","271.31K","-3.40%"
"Jul 21, 2019","225.24","228.07","229.33","217.82","270.08K","-1.40%"
"Jul 20, 2019","228.43","221.33","234.95","220.39","325.38K","3.45%"
"Jul 19, 2019","220.81","225.89","226.15","213.69","371.63K","-2.14%"
"Jul 18, 2019","225.64","210.86","229.05","206.11","609.15K","7.03%"
"Jul 17, 2019","210.81","199.11","219.09","192.84","694.86K","6.19%"
"Jul 16, 2019","198.52","228.57","234.49","192.71","715.46K","-13.10%"
"Jul 15, 2019","228.44","225.61","235.39","203.71","716.04K","1.00%"
"Jul 14, 2019","226.17","268.74","269.68","223.05","539.74K","-16.00%"
"Jul 13, 2019","269.26","274.71","274.93","262.34","205.96K","-1.97%"
"Jul 12, 2019","274.66","268.63","278.45","266.80","266.73K","2.24%"
"Jul 11, 2019","268.65","289.13","289.13","262.62","501.59K","-7.08%"
"Jul 10, 2019","289.11","307.18","314.09","281.69","457.44K","-5.98%"
"Jul 09, 2019","307.51","311.88","317.84","302.96","309.41K","-1.48%"
"Jul 08, 2019","312.12","305.17","313.42","301.20","289.60K","2.39%"
"Jul 07, 2019","304.84","287.69","309.43","284.54","246.07K","5.74%"
"Jul 06, 2019","288.29","287.31","296.45","285.56","196.06K","0.30%"
"Jul 05, 2019","287.42","282.38","294.38","281.05","261.43K","1.52%"
"Jul 04, 2019","283.12","301.49","302.60","281.00","270.61K","-6.04%"
